loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.1353699779510498,0.1678795963525772,5.416862465241033e-05,0.3305888223552894,1325,,,,,,,,,
0.17508079528808593,1.3623982667922974,5.0608942352806364e-05,0.33682634730538924,1350,,,,,,,,,
0.16492830276489256,0.42036592960357666,4.7130200446653475e-05,0.343063872255489,1375,,,,,,,,,
0.16875453948974609,2.5697901248931885,4.373809977843676e-05,0.34930139720558884,1400,,,,,,,,,
0.182386531829834,2.520841598510742,4.043819920791322e-05,0.3555389221556886,1425,,,,,,,,,
0.15058016777038574,1.1009597778320312,3.7235906500440574e-05,0.36177644710578843,1450,,,,,,,,,
0.16203908920288085,1.5844576358795166,3.4136469464914575e-05,0.3680139720558882,1475,,,,,,,,,
0.1731391143798828,1.2481238842010498,3.1144967353837196e-05,0.37425149700598803,1500,,,,,,,,,
,,,0.37425149700598803,1500,0.1469396948814392,1973.2307,3.48,3.48,,,,,
0.1100691318511963,1.6792984008789062,2.8266302539609745e-05,0.3804890219560878,1525,,,,,,,,,
0.16842592239379883,3.147066593170166,2.5505192480690865e-05,0.38672654690618763,1550,,,,,,,,,
0.1110711669921875,2.9252803325653076,2.2866161990785228e-05,0.3929640718562874,1575,,,,,,,,,
0.17464750289916992,0.9141154885292053,2.035353582373205e-05,0.3992015968063872,1600,,,,,,,,,
0.12694854736328126,3.809985399246216,1.7971431586244815e-05,0.40543912175648705,1625,,,,,,,,,
0.17726503372192381,3.3418712615966797,1.5723752990116947e-05,0.4116766467065868,1650,,,,,,,,,
0.1694460105895996,2.513741970062256,1.3614183454950824e-05,0.41791417165668665,1675,,,,,,,,,
0.16510204315185548,2.0707175731658936,1.1646180071894607e-05,0.4241516966067864,1700,,,,,,,,,
0.09888572692871093,2.130878448486328,9.822967938278171e-06,0.43038922155688625,1725,,,,,,,,,
0.14411120414733886,1.7063850164413452,8.14753487243276e-06,0.436626746506986,1750,,,,,,,,,
0.12984189987182618,1.340838074684143,6.622626517355557e-06,0.44286427145708585,1775,,,,,,,,,
0.173692684173584,0.6031456589698792,5.250741841242734e-06,0.4491017964071856,1800,,,,,,,,,
0.1344490432739258,2.655979633331299,4.034129042265066e-06,0.45533932135728544,1825,,,,,,,,,
0.14056647300720215,6.087904930114746,2.9747818642967827e-06,0.4615768463073852,1850,,,,,,,,,
0.13177324295043946,0.4975755214691162,2.074436329635687e-06,0.46781437125748504,1875,,,,,,,,,
0.1152505874633789,1.066343903541565,1.3345678940684613e-06,0.4740518962075848,1900,,,,,,,,,
0.15192776679992676,3.5234220027923584,7.563890289437825e-07,0.48028942115768464,1925,,,,,,,,,
0.13775421142578126,4.697724342346191,3.4084723421521356e-07,0.4865269461077844,1950,,,,,,,,,
0.14726634979248046,0.9269919991493225,8.862348571043733e-08,0.49276447105788423,1975,,,,,,,,,
0.15065735816955567,0.6570501327514648,1.311191710651194e-10,0.499001996007984,2000,,,,,,,,,
,,,0.499001996007984,2000,0.13614818453788757,1884.6586,3.644,3.644,,,,,
,,,0.499001996007984,2000,,,,,23150.3746,0.691,0.086,4.525242522522624e+16,0.2557580585479736
